id,title,vote_average,vote_count,release_date,revenue,runtime,adult,budget,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_countries,spoken_languages,keywords,cast_3,director
27205,Inception,8.364,34495,2010,825532764,148,False,160000000,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",83.952,/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,Your mind is the scene of the crime.,"['Action', 'Science Fiction', 'Adventure']","['United Kingdom', 'United States of America']","['English', 'French', 'Japanese', 'Swahili']","['rescue', 'mission', 'dream', 'airplane', 'paris', 'france', 'virtual reality', 'kidnapping', 'philosophy', 'spy', 'allegory', 'manipulation', 'car crash', 'heist', 'memory', 'architecture', 'los angeles', 'california', 'dream world', 'subconscious']","['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ellen Page']",['Christopher Nolan']
157336,Interstellar,8.417,32571,2014,701729206,169,False,165000000,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,140.241,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,Mankind was born on Earth. It was never meant to die here.,"['Adventure', 'Drama', 'Science Fiction']","['United Kingdom', 'United States of America']",['English'],"['rescue', 'future', 'spacecraft', 'race against time', 'artificial intelligence (a.i.)', 'nasa', 'time warp', 'dystopia', 'expedition', 'space travel', 'wormhole', 'famine', 'black hole', 'quantum mechanics', 'family relationships', 'space', 'robot', 'astronaut', 'scientist', 'single father', 'farmer', 'space station', 'curious', 'space adventure', 'time paradox', 'thoughtful', 'time-manipulation', 'father daughter relationship', '2060s', 'cornfield', 'time manipulation', 'complicated']","['Matthew McConaughey', 'Jessica Chastain', 'Anne Hathaway']",['Christopher Nolan']
155,The Dark Knight,8.512,30619,2008,1004558444,152,False,185000000,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",130.643,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,Welcome to a world without rules.,"['Drama', 'Action', 'Crime', 'Thriller']","['United Kingdom', 'United States of America']","['English', 'Mandarin']","['joker', 'sadism', 'chaos', 'secret identity', 'crime fighter', 'superhero', 'anti hero', 'scarecrow', 'based on comic', 'vigilante', 'organized crime', 'tragic hero', 'anti villain', 'criminal mastermind', 'district attorney', 'super power', 'super villain', 'neo-noir']","['Christian Bale', 'Heath Ledger', 'Aaron Eckhart']",['Christopher Nolan']
19995,Avatar,7.573,29815,2009,2923706026,162,False,237000000,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",79.932,/kyeqWdyUXW608qlYkRqosgbbJyK.jpg,Enter the world of Pandora.,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['United States of America', 'United Kingdom']","['English', 'Spanish']","['future', 'society', 'culture clash', 'space travel', 'space war', 'space colony', 'tribe', 'romance', 'alien', 'futuristic', 'space', 'alien planet', 'marine', 'soldier', 'battle', 'love affair', 'nature', 'anti war', 'power relations', 'joyful']","['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver']",['James Cameron']
24428,The Avengers,7.71,29166,2012,1518815515,143,False,220000000,en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",98.082,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,Some assembly required.,"['Science Fiction', 'Action', 'Adventure']",['United States of America'],"['English', 'Hindi', 'Russian']","['new york city', 'superhero', 'shield', 'based on comic', 'alien invasion', 'superhero team', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']","['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']",['Joss Whedon']
293660,Deadpool,7.606,28894,2016,783100000,108,False,58000000,en,Deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",72.735,/zq8Cl3PNIDGU3iWNRoc5nEZ6pCe.jpg,Witness the beginning of a happy ending.,"['Action', 'Adventure', 'Comedy']",['United States of America'],['English'],"['superhero', 'anti hero', 'mercenary', 'based on comic', 'aftercreditsstinger', 'duringcreditsstinger']","['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein']",['Tim Miller']
550,Fight Club,8.438,27238,1999,100853753,139,False,63000000,en,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",69.498,/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,Mischief. Mayhem. Soap.,['Drama'],['United States of America'],['English'],"['dual identity', 'rage and hate', 'based on novel or book', 'nihilism', 'fight', 'support group', 'dystopia', 'insomnia', 'alter ego', 'breaking the fourth wall', 'split personality', 'quitting a job', 'dissociative identity disorder', 'self destructiveness']","['Edward Norton', 'Brad Pitt', 'Meat Loaf']",['David Fincher']
118340,Guardians of the Galaxy,7.906,26638,2014,772776600,121,False,170000000,en,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",33.255,/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,All heroes start somewhere.,"['Action', 'Science Fiction', 'Adventure']",['United States of America'],['English'],"['spacecraft', 'based on comic', 'space', 'orphan', 'adventurer', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']","['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']",['James Gunn']
680,Pulp Fiction,8.488,25893,1994,213900000,154,False,8500000,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",74.862,/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg,Just because you are a character doesn't mean you have character.,"['Thriller', 'Crime']",['United States of America'],"['English', 'Spanish', 'French']","['drug dealer', 'boxer', 'massage', 'stolen money', 'briefcase', 'crime boss', 'redemption', 'heirloom', 'dance competition', 'los angeles', 'california', 'theft', 'nonlinear timeline', 'multiple storylines', 'neo-noir', 'hilarious']","['John Travolta', 'Samuel L. Jackson', 'Uma Thurman']",['Quentin Tarantino']
13,Forrest Gump,8.477,25409,1994,677387716,142,False,55000000,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",92.693,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,The world will never be the same once you've seen it through the eyes of Forrest Gump.,"['Comedy', 'Drama', 'Romance']",['United States of America'],['English'],"['vietnam war', 'vietnam veteran', 'mentally disabled', 'friendship', 'usa president', 'washington dc', 'usa', 'post-traumatic stress disorder (ptsd)', 'waitress', 'china', 'based on novel or book', 'hippie', 'single parent', 'parent child relationship', 'optimism', '1970s', 'drug addiction', 'autism', 'alabama', 'black panther party', 'bus stop', 'family relationships', 'single mother', 'military', 'anti war protest', '1960s', 'college american football', 'mother son relationship', 'loving', 'feel-good']","['Tom Hanks', 'Robin Wright', 'Gary Sinise']",['Robert Zemeckis']
671,Harry Potter and the Philosopher's Stone,7.916,25379,2001,976475550,152,False,125000000,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",185.482,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,Let the magic begin.,"['Adventure', 'Fantasy']","['United Kingdom', 'United States of America']",['English'],"['witch', 'school friend', 'friendship', 'london', 'england', 'based on novel or book', 'magic', 'boarding school', 'child hero', 'school of witchcraft', 'chosen one', 'school', 'shopping', 'fantasy world', 'wizard', 'christmas', 'based on young adult novel', 'owl', 'wizarding world']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",['Chris Columbus']
1726,Iron Man,7.64,24874,2008,585174222,126,False,140000000,en,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",72.897,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,Heroes aren't born. They're built.,"['Action', 'Science Fiction', 'Adventure']",['United States of America'],"['English', 'Persian', 'Urdu', 'Arabic']","['middle east', 'superhero', 'arms dealer', 'malibu', 'based on comic', 'aftercreditsstinger', 'marvel cinematic universe (mcu)', 'counterterrorism']","['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges']",['Jon Favreau']
68718,Django Unchained,8.171,24672,2012,425368238,165,False,100000000,en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",54.224,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,"Life, liberty and the pursuit of vengeance.","['Drama', 'Western']",['United States of America'],"['English', 'French', 'German']","['rescue', 'friendship', 'bounty hunter', 'texas', 'slavery', 'plantation', 'rivalry', 'revenge', 'shootout', 'racism', 'kindness', 'dentist', 'django', 'slave trade', 'aftercreditsstinger', 'black slave', 'agreement', '19th century', 'chattanooga', 'german', 'cotton plantation', 'plantation owner', 'old west', 'western', '1850s', 'mississippi']","['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio']",['Quentin Tarantino']
278,The Shawshank Redemption,8.702,24649,1994,28341469,142,False,25000000,en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",122.61,/lyQBXzOQSuE59IsHyhrp0qIiPAz.jpg,Fear can hold you prisoner. Hope can set you free.,"['Drama', 'Crime']",['United States of America'],['English'],"['prison', 'friendship', 'police brutality', 'corruption', 'based on novel or book', 'hope', 'prison cell', 'delinquent', 'redemption', 'parole board', 'prison escape', 'wrongful imprisonment', 'interracial friendship', 'framed for murder', '1940s', 'voiceover']","['Tim Robbins', 'Morgan Freeman', 'Bob Gunton']",['Frank Darabont']
603,The Matrix,8.206,23815,1999,463517383,136,False,63000000,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",78.564,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,Welcome to the Real World.,"['Action', 'Science Fiction']",['United States of America'],['English'],"['man vs machine', 'martial arts', 'dream', 'artificial intelligence (a.i.)', 'saving the world', 'hacker', 'self sacrifice', 'virtual reality', 'fight', 'prophecy', 'truth', 'philosophy', 'dystopia', 'insurgence', 'simulated reality ', 'cyberpunk', 'dream world', 'woman director', 'messiah', 'action hero', 'gnosticism', 'complex']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']","['Lilly Wachowski', 'Lana Wachowski']"
597,Titanic,7.9,23637,1997,2264162353,194,False,200000000,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",102.348,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,Nothing on Earth could come between them.,"['Drama', 'Romance']",['United States of America'],"['English', 'French', 'German', 'Swedish', 'Italian', 'Russian']","['epic', 'ship', 'drowning', 'panic', 'shipwreck', 'evacuation', 'iceberg', 'titanic', 'forbidden love', 'ocean liner', 'based on true story', 'rich woman poor man', 'love', 'tragedy', 'tragic love', 'disaster', 'historical fiction', 'class differences', 'love affair', 'historical event', 'lifeboat', 'star crossed lovers', 'sinking ship', 'steerage', 'rich snob', 'disaster movie', '1910s', 'sunken ship', 'absurd', 'sinister', 'romantic', 'tragic']","['Kate Winslet', 'Leonardo DiCaprio', 'Frances Fisher']",['James Cameron']
120,The Lord of the Rings: The Fellowship of the Ring,8.402,23323,2001,871368364,179,False,93000000,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",87.037,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,One ring to rule them all,"['Adventure', 'Fantasy', 'Action']","['New Zealand', 'United States of America']",['English'],"['based on novel or book', 'orcs', 'elves', 'dwarf', 'magic', 'loss of loved one', 'river', 'fireworks', 'mine', 'maze', 'mountain', 'new zealand', 'castle', 'volcano', 'birthday party', 'addiction', 'uncle', 'fugitive', 'battle', 'death', 'blizzard', 'wizard', 'journey', 'ring', 'live action and animation', 'sword and sorcery', 'nz']","['Elijah Wood', 'Ian McKellen', 'Cate Blanchett']",['Peter Jackson']
122,The Lord of the Rings: The Return of the King,8.474,22334,2003,1118888979,201,False,94000000,en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",99.276,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,The eye of the enemy is moving.,"['Adventure', 'Fantasy', 'Action']","['New Zealand', 'United States of America']",['English'],"['based on novel or book', 'orcs', 'elves', 'dwarf', 'bravery', 'suspicion', 'volcano', 'addiction', 'honor', 'royalty', 'troll', 'brutality', 'ghost', 'wizard', 'quest', 'live action and animation', 'sword and sorcery']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",['Peter Jackson']
11324,Shutter Island,8.2,22318,2010,294800000,138,False,80000000,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",56.595,/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,Some places never let you go.,"['Drama', 'Thriller', 'Mystery']",['United States of America'],"['English', 'German']","['island', 'based on novel or book', 'hurricane', 'investigation', 'u.s. marshal', 'conspiracy theory', 'psychiatric hospital', 'psychological thriller', 'whodunit', 'neo-noir', '1950s']","['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley']",['Martin Scorsese']
106646,The Wolf of Wall Street,8.035,22222,2013,392000000,180,False,100000000,en,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",97.444,/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,Earn. Spend. Party.,"['Crime', 'Drama', 'Comedy']",['United States of America'],"['English', 'French']","['corruption', 'drug addiction', 'anti hero', 'con man', 'fraud', 'wall street', 'based on true story', 'rise and fall', 'con artist', 'money', 'stockbroker', 'wealthy', 'drugs', 'stripping', 'hedonism', 'decadence', 'corrupt', '1980s', 'sharemarket fraud', 'financial market', 'black monday', 'joyful']","['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie']",['Martin Scorsese']
99861,Avengers: Age of Ultron,7.276,21754,2015,1405403694,141,False,365000000,en,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",96.565,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,A new age has come.,"['Action', 'Adventure', 'Science Fiction']",['United States of America'],['English'],"['artificial intelligence (a.i.)', 'superhero', 'based on comic', 'sequel', 'superhero team', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'fictitious country', 'evil robot']","['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo']",['Joss Whedon']
271110,Captain America: Civil War,7.4,21541,2016,1155046416,147,False,250000000,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",70.741,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,United we stand. Divided we fall.,"['Adventure', 'Action', 'Science Fiction']",['United States of America'],"['Romanian', 'English', 'German', 'Russian']","['civil war', 'superhero', 'based on comic', 'sequel', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'excited']","['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson']","['Anthony Russo', 'Joe Russo']"
49026,The Dark Knight Rises,7.777,21335,2012,1081041287,165,False,250000000,en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",76.914,/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,The Legend Ends,"['Action', 'Crime', 'Drama', 'Thriller']",['United States of America'],['English'],"['fight', 'burglar', 'hostage', 'secret identity', 'crime fighter', 'superhero', 'villainess', 'time bomb', 'based on comic', 'cover-up', 'vigilante', 'tragic hero', 'mobile', 'terrorism', 'destruction', 'fighting', 'criminal underworld', 'cat burglar', 'flood']","['Christian Bale', 'Michael Caine', 'Gary Oldman']",['Christopher Nolan']
68721,Iron Man 3,6.928,21064,2013,1215577205,130,False,200000000,en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",61.06,/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,Unleash the power behind the armor.,"['Action', 'Adventure', 'Science Fiction']",['United States of America'],['English'],"['california', 'war on terror', 'superhero', 'malibu', 'based on comic', 'tennessee', 'billionaire', 'aftercreditsstinger', 'marvel cinematic universe (mcu)', 'christmas', 'america']","['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle']",['Shane Black']
76341,Mad Max: Fury Road,7.582,20911,2015,378858340,121,False,150000000,en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",78.319,/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,What a Lovely Day.,"['Action', 'Adventure', 'Science Fiction']","['Australia', 'United States of America', 'South Africa']",['English'],"['rescue', 'future', 'australia', 'chase', 'dystopia', 'post-apocalyptic future', 'survival', 'on the run', 'on the road', 'convoy', 'peak oil', 'dark future']","['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult']",['George Miller']
16869,Inglourious Basterds,8.215,20746,2009,321457747,153,False,70000000,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",59.162,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,Once upon a time in Nazi occupied France...,"['Drama', 'Thriller', 'War']","['France', 'Germany', 'United States of America']","['German', 'English', 'French', 'Italian']","['guerrilla warfare', 'swastika', 'paris', 'france', 'nazi', 'self sacrifice', 'sadism', 'dynamite', 'mexican standoff', 'world war ii', 'jew persecution', 'masochism', 'anti-semitism', 'german occupation of france', 'british politics', 'revisionist history', 'adolf hitler']","['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz']",['Quentin Tarantino']
70160,The Hunger Games,7.193,20636,2012,694394724,142,False,75000000,en,The Hunger Games,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",29.577,/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg,May The Odds Be Ever In Your Favor.,"['Science Fiction', 'Adventure', 'Fantasy']",['United States of America'],['English'],"['based on novel or book', 'revolution', 'dystopia', 'female protagonist', 'bow and arrow', 'game', 'archery', 'death match', 'forced to kill', 'based on young adult novel']","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",['Gary Ross']
672,Harry Potter and the Chamber of Secrets,7.721,20390,2002,876688482,161,False,100000000,en,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",121.699,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,Hogwarts is back in session.,"['Adventure', 'Fantasy']","['United Kingdom', 'United States of America']",['English'],"['witch', 'flying car', 'elves', 'magic', 'sword', 'diary', 'child hero', 'school of witchcraft', 'giant spider', 'black magic', 'giant snake', 'child driving car', 'wizard', 'aftercreditsstinger', 'christmas', 'based on young adult novel', 'wizarding world']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",['Chris Columbus']
121,The Lord of the Rings: The Two Towers,8.385,20274,2002,926287400,179,False,79000000,en,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",78.73,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,A New Power Is Rising.,"['Adventure', 'Fantasy', 'Action']","['New Zealand', 'United States of America']",['English'],"['mission', 'army', 'based on novel or book', 'funeral', 'orcs', 'elves', 'dwarf', 'explosive', 'fort', 'cave', 'siege', 'addiction', 'attack', 'dragon', 'guide', 'death', 'split personality', 'wizard', 'ring', 'live action and animation', 'sword and sorcery']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",['Peter Jackson']
1771,Captain America: The First Avenger,6.995,20269,2011,370569774,124,False,140000000,en,Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",43.665,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,When patriots become heroes,"['Action', 'Adventure', 'Science Fiction']",['United States of America'],"['French', 'Norwegian', 'English']","['new york city', 'nazi', 'superhero', 'world war ii', 'heroism', 'shield', 'based on comic', 'super soldier', 'period drama', 'brooklyn', 'new york city', 'aftercreditsstinger', 'marvel cinematic universe (mcu)', 'origin story', 'soldiers', 'war']","['Chris Evans', 'Hugo Weaving', 'Tommy Lee Jones']",['Joe Johnston']
673,Harry Potter and the Prisoner of Azkaban,8.02,20038,2004,789804554,141,False,130000000,en,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",124.386,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,Something wicked this way comes.,"['Adventure', 'Fantasy']","['United Kingdom', 'United States of America']",['English'],"['witch', 'school friend', 'friendship', 'flying', 'magic', 'bus', 'traitor', 'child hero', 'school of witchcraft', 'black magic', 'time travel', 'school', 'best friend', 'werewolf', 'muggle', 'wizard', 'aftercreditsstinger', 'magical creature', 'night bus', 'teenage life', 'christmas', 'school class', 'based on young adult novel', 'magic spell', 'wizarding world']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",['Alfonso Cuarón']
10195,Thor,6.768,20023,2011,449326618,115,False,150000000,en,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",51.277,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,Two worlds. One hero.,"['Adventure', 'Fantasy', 'Action']",['United States of America'],['English'],"['new mexico', 'superhero', 'redemption', 'banishment', 'based on comic', 'brother against brother', 'norse mythology', 'aftercreditsstinger', 'marvel cinematic universe (mcu)', 'worlds collide', 'god of thunder', 'fantasy']","['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston']",['Kenneth Branagh']
10138,Iron Man 2,6.835,19756,2010,623933331,124,False,200000000,en,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",84.445,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,"It's not the armor that makes the hero, but the man inside.","['Adventure', 'Action', 'Science Fiction']",['United States of America'],"['English', 'Russian', 'French']","['technology', 'superhero', 'malibu', 'based on comic', 'revenge', 'aftercreditsstinger', 'marvel cinematic universe (mcu)', 'break out']","['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle']",['Jon Favreau']
272,Batman Begins,7.701,19561,2005,374218673,140,False,150000000,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",66.286,/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,Evil fears the knight.,"['Action', 'Crime', 'Drama']","['United Kingdom', 'United States of America']","['English', 'Urdu', 'Mandarin']","['martial arts', 'undercover', 'loss of loved one', 'secret identity', 'crime fighter', 'superhero', 'based on comic', 'rivalry', 'ninja', 'vigilante', 'tragic hero', 'super power', 'haunted by the past', 'evil doctor', 'master villain', 'unfulfilled love']","['Christian Bale', 'Michael Caine', 'Liam Neeson']",['Christopher Nolan']
